platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Instagram,Image,63,209396,11701,1650,1385,0.07037383713155934
Twitter,Text,53,140049,4121,674,179,0.035516140779298676
Facebook,Text,57,238785,15116,2960,457,0.0776137529576816
Facebook,Image,92,168910,16172,1180,668,0.10668403291693801
Facebook,Video,35,202264,3489,415,240,0.020488074991100738
Twitter,Video,108,137206,10663,1463,798,0.09419413145197732
Instagram,Image,16,189492,16724,1644,2288,0.1090072404112047
Instagram,Image,62,296575,29302,4159,1651,0.11839163786563264
Twitter,Image,40,51565,2069,297,234,0.050421797731019104
Instagram,Image,14,115613,4855,856,661,0.05511490922301125
Twitter,Image,10,40916,1255,219,164,0.040033238830775246
Instagram,Image,11,156765,12700,906,582,0.09050489586323478
Facebook,Text,35,172631,3902,293,219,0.025568988188679902
Instagram,Text,95,221202,7542,628,204,0.037856800571423405
Twitter,Text,76,144930,5300,472,438,0.04284827157938315
Twitter,Video,7,45324,1982,266,144,0.052775571441179066
Facebook,Image,108,184016,8823,874,801,0.05704938700982523
Twitter,Image,51,92687,5590,1078,444,0.07673136470055132
Instagram,Text,89,180259,17188,1164,1987,0.1128320916015289
Instagram,Video,5,33147,1069,92,114,0.03846501945877455
Facebook,Text,49,80914,6483,1168,490,0.1006129965148182
Twitter,Image,58,124879,8850,1218,220,0.08238374746754859
Facebook,Image,54,221153,4521,597,292,0.024462702292078337
Instagram,Text,83,263808,21878,3044,1359,0.09962169456574478
Facebook,Text,11,243934,4428,388,139,0.020312871514426033
Twitter,Image,67,80593,6165,1012,367,0.093606144454233
Facebook,Text,19,135432,10078,1254,1495,0.09471173725559691
Twitter,Image,93,4048,291,16,36,0.08473320158102766
Twitter,Text,71,172092,6006,459,746,0.04190200590381889
Instagram,Video,34,48935,3014,519,390,0.08016756922448146
Instagram,Image,82,158554,12453,1267,1649,0.09693227543928251
Instagram,Video,72,122884,8280,1374,515,0.08275284007682042
Twitter,Text,40,93199,7678,1147,475,0.09978647839569094
Facebook,Video,71,167045,12012,1143,765,0.08333083899548026
Twitter,Text,9,111982,3885,268,491,0.04147095068850351
Instagram,Video,29,60885,1447,247,178,0.03074648928307465
Instagram,Video,99,285205,19073,2793,423,0.07815080380778738
Facebook,Video,15,80015,6271,596,899,0.0970568018496532
Instagram,Image,76,114508,2611,335,149,0.027028679218919202
Instagram,Video,94,122700,3157,447,320,0.03198044009779951
Instagram,Text,70,180669,2002,100,206,0.01277474276162485
Facebook,Text,32,144964,8387,1262,291,0.06856874810297729
Twitter,Image,116,25931,1524,226,168,0.07396552389032432
Instagram,Image,64,105175,5785,360,516,0.06333254100309009
Facebook,Text,14,27654,1063,178,105,0.04867288638171693
Instagram,Video,54,93478,4533,787,354,0.060698774043090355
Facebook,Text,43,192892,15231,1424,1897,0.09617817224146154
Instagram,Image,41,264220,6965,517,714,0.031019604874725607
Facebook,Image,67,56886,1600,244,72,0.03368139788348627
Instagram,Text,65,221220,15491,1061,1825,0.08307115089051623
Twitter,Video,107,102029,8980,1604,766,0.111242881925727
Instagram,Video,89,210914,8570,1045,212,0.04659245000331889
Facebook,Image,96,238361,22393,4175,1597,0.11816110857061349
Instagram,Text,42,70027,1063,155,76,0.018478586830793838
Twitter,Text,37,3425,70,6,8,0.024525547445255473
Instagram,Image,79,137805,7082,851,357,0.06015746888719568
Facebook,Text,49,179447,13478,1744,1062,0.09074545687584636
Facebook,Image,48,67411,2923,503,79,0.051994481612793166
Twitter,Video,5,12603,755,135,101,0.07863207172895342
Facebook,Video,57,15152,190,28,14,0.015311510031678986
Instagram,Text,51,228543,11784,1109,1547,0.06318285836800952
Instagram,Video,37,113051,3598,465,388,0.03937161104280369
Instagram,Video,71,288212,16276,1132,1002,0.06387659084285179
Facebook,Image,94,16531,947,80,106,0.06853789849373904
Instagram,Image,19,105694,8221,784,665,0.09149052926372359
Instagram,Text,109,227089,13304,810,856,0.06592129077145965
Instagram,Image,18,103197,6737,1231,719,0.08417880364739284
Twitter,Text,27,173140,9984,682,1204,0.06855723691810096
Facebook,Text,58,242092,23999,3708,2628,0.12530360358871834
Facebook,Image,12,146531,11905,1498,954,0.09797926718578322
Facebook,Video,58,220713,17217,3008,924,0.09582127015626628
Twitter,Video,40,106445,7073,1139,886,0.08547137019117854
Facebook,Video,88,219072,12608,2067,820,0.07073017090271691
Twitter,Video,56,165626,6795,766,677,0.04973856761619552
Twitter,Text,10,108243,8719,1526,305,0.09746588693957114
Facebook,Video,101,73313,1984,127,230,0.031931581029285394
Instagram,Text,32,264392,3513,409,505,0.016744076976610487
Instagram,Image,54,258025,18793,3743,1473,0.09304912314698188
Facebook,Image,42,211040,4861,934,443,0.029558377558756635
Facebook,Text,34,148343,13550,844,1855,0.10953668187915844
Twitter,Video,114,129286,10260,1394,1265,0.09992574602045079
Facebook,Text,111,6801,436,42,63,0.07954712542273196
Twitter,Video,85,74593,2853,454,155,0.04641186170284075
Facebook,Video,77,160583,10825,1735,877,0.0836763542840774
Instagram,Text,96,209118,11065,553,876,0.059746172017712484
Instagram,Text,58,85729,3103,548,252,0.04552718449999417
Facebook,Video,75,58233,5535,462,767,0.11615407071591709
Twitter,Text,50,22011,540,105,25,0.03043932579164963
Instagram,Video,32,199035,15485,2877,2111,0.10286130580048736
Twitter,Text,21,50900,4173,327,393,0.09612966601178782
Facebook,Image,108,154836,14811,2154,1329,0.1181508176393087
Facebook,Video,52,185766,11043,1043,818,0.06946373394485536
Instagram,Image,48,85085,4946,323,445,0.06715637303872599
Facebook,Text,112,141032,13091,2370,1628,0.12117108174031425
Instagram,Image,64,21583,1771,136,148,0.09521382569614975
Twitter,Text,64,132283,10414,1178,1258,0.09714022209958952
Instagram,Video,9,220175,17839,3364,1322,0.10230498467128421
Instagram,Text,73,281345,15301,937,669,0.06009347953580124
Twitter,Text,82,62019,851,112,62,0.01652719327947887
Instagram,Video,74,287564,8006,1087,912,0.03479225494150867
Instagram,Text,11,45602,3094,508,404,0.08784702425332222
Facebook,Video,57,186717,8524,1483,1025,0.0590840684029842
Twitter,Text,21,186196,12029,1366,826,0.07637650647704569
Instagram,Video,63,105156,6272,1013,597,0.07495530449998099
Twitter,Image,13,51031,2524,470,168,0.06196233661891791
Twitter,Text,99,14629,455,83,50,0.040194134937453004
Instagram,Text,26,33675,2515,315,192,0.08974016332590942
Facebook,Text,49,130652,11995,1691,1432,0.11571196766984049
Twitter,Video,77,134734,10683,1612,231,0.09296836730149777
Instagram,Text,63,12589,261,45,16,0.025577885455556438
Twitter,Video,84,110954,6481,817,869,0.07360708041170215
Facebook,Text,104,183436,15625,1043,969,0.09614797531564143
Facebook,Image,102,7655,483,52,34,0.07433050293925539
Facebook,Text,113,77285,3830,605,470,0.06346639063207608
Instagram,Image,17,146869,5229,750,168,0.04185362465870946
Instagram,Video,87,233538,9279,1512,561,0.048608791716979675
Facebook,Image,16,9645,306,38,36,0.03939865215137377
Instagram,Text,40,157504,4349,331,628,0.03370073140999594
Facebook,Text,14,181962,11463,771,1395,0.07490025389916576
Instagram,Video,20,179683,10034,1226,425,0.06503119382468013
Facebook,Text,96,231612,17633,1425,2266,0.09206776850940365
Twitter,Text,23,159743,6024,1188,493,0.04823372542145822
Facebook,Video,108,39760,2046,163,249,0.061820925553319916
Facebook,Video,10,228049,16244,2193,830,0.08448622883678508
Instagram,Image,8,33233,3213,161,206,0.10772424999247736
Instagram,Video,34,237893,9848,867,1351,0.05072028180736718
Instagram,Text,107,203876,7510,667,1039,0.04520394749749848
Instagram,Video,99,250382,12628,2029,720,0.06141415916479619
Instagram,Text,50,140510,10559,1312,325,0.08679809266244395
Instagram,Image,31,245877,23736,1229,3341,0.1151226019513822
Twitter,Video,49,106602,6213,664,366,0.06794431624172155
Facebook,Text,89,87905,7306,1071,260,0.09825379671235994
Facebook,Video,41,179968,9321,1356,608,0.06270559210526316
Facebook,Video,13,95139,1292,75,73,0.015135748746570806
Twitter,Video,65,13319,1205,228,36,0.11029356558300173
Facebook,Video,39,83258,3004,261,444,0.04454827163756035
Twitter,Image,110,105293,2366,434,137,0.027893592166620764
Twitter,Text,51,139100,13861,1136,768,0.11333572969086987
Twitter,Video,25,113930,4701,635,350,0.04990783814623014
Facebook,Text,21,113629,2532,280,187,0.026392910260584886
Twitter,Image,59,27940,1062,145,81,0.046098783106657125
Facebook,Text,92,231056,12995,1620,1791,0.07100443182605083
Facebook,Text,99,142494,2552,128,71,0.01930607604530717
Instagram,Image,10,258380,10783,1107,1535,0.051958355909900146
Instagram,Video,39,179513,12601,651,1342,0.08129773331179357
Twitter,Text,54,22688,2097,319,232,0.11671368124118477
Twitter,Text,41,179352,8208,1461,332,0.05576185378473616
Facebook,Video,17,17472,1062,114,66,0.07108516483516483
Twitter,Video,29,82436,5543,713,148,0.07768450676888738
Twitter,Text,100,37671,616,36,64,0.019006662950280057
Facebook,Image,5,194881,7951,856,510,0.0478086627223793
Twitter,Video,53,75299,5390,381,494,0.0832016361439063
Twitter,Video,39,12960,987,58,116,0.08958333333333333
Facebook,Image,87,210692,8856,671,814,0.04908112315607617
Facebook,Text,57,125652,1332,240,39,0.012821125011937733
Instagram,Video,56,129118,1370,270,38,0.012995864248207067
Facebook,Text,58,136146,7955,1446,1055,0.07679990598328265
Instagram,Text,80,209433,12489,2440,675,0.07450592791011923
Twitter,Text,108,36833,2210,352,148,0.07357532647354274
Facebook,Image,108,224813,16851,1246,815,0.08412324910036341
Facebook,Text,51,38976,3621,486,401,0.11566091954022989
Facebook,Text,47,204282,20247,3234,1421,0.12190011846369235
Twitter,Video,24,109549,8007,1017,635,0.08817059032944162
Instagram,Video,37,135120,7601,1012,818,0.0697972172883363
Twitter,Image,97,67658,1535,211,155,0.028097194714593987
Twitter,Image,20,52108,2322,278,280,0.05526982421125355
Facebook,Video,82,155552,9569,895,1122,0.07448313104299527
Instagram,Video,11,14443,1444,210,111,0.1222045281451222
Twitter,Image,74,71969,1542,89,69,0.02362128138504078
Facebook,Text,25,135062,10990,831,538,0.0915061231138292
Twitter,Image,40,125781,12566,2372,1405,0.12993218371614154
Twitter,Text,90,94198,7769,958,419,0.09709335654684813
Facebook,Video,108,64336,5085,880,392,0.09880937577716986
Facebook,Video,58,32097,1068,169,36,0.03966102751035922
Instagram,Video,23,206317,2125,208,76,0.011676207001846673
Twitter,Text,29,152258,4619,787,242,0.03709493097242838
Facebook,Image,71,54356,4407,280,136,0.08872985502980352
Facebook,Text,104,233247,4584,830,255,0.024304707027314392
Instagram,Image,113,248968,9124,1387,856,0.045656469907779315
Instagram,Image,57,93015,5639,1066,658,0.07915927538569048
Facebook,Image,102,227086,14120,2602,342,0.0751433377663088
Instagram,Video,79,228687,13462,1440,1320,0.07093538329682054
Facebook,Image,52,164838,16200,2892,1088,0.12242322765381769
Twitter,Video,46,152859,1697,228,83,0.013136288998357963
Instagram,Image,51,58034,3127,230,75,0.059137746838060445
Twitter,Image,95,99431,5508,960,343,0.06849976365519808
Twitter,Video,46,178614,6501,1210,797,0.04763344418690584
Twitter,Video,6,136279,7802,489,693,0.0659235832373293
Facebook,Text,10,31234,2204,417,266,0.09243132483831722
Twitter,Image,50,32568,2297,322,169,0.08560550233357897
Twitter,Video,70,70633,1264,68,163,0.021165744057310323
Twitter,Text,110,119766,9847,1292,389,0.09625436267388074
Facebook,Text,85,218630,20499,3474,2595,0.12152037689246672
Twitter,Video,44,111582,2357,306,192,0.025586564141169724
Twitter,Image,62,56703,2693,420,315,0.06045535509585031
Instagram,Text,116,122634,6874,1250,352,0.06911623204005414
Facebook,Image,82,186695,4132,745,343,0.027960041779372773
Twitter,Image,78,186526,10315,792,1188,0.06591574364967887
Instagram,Text,113,217576,6226,710,516,0.03425010111409347
Facebook,Video,37,210757,19849,1323,1579,0.10794896492168705
Facebook,Image,110,194703,9805,1365,1229,0.06368160737122694
Facebook,Video,66,78253,7789,1504,320,0.12284513053812633
Facebook,Text,16,119170,1690,130,138,0.016430309641688345
Facebook,Image,100,19642,421,46,53,0.026473882496690766
Facebook,Video,53,82176,4099,791,532,0.06598033489096573
Twitter,Video,92,84373,7483,1216,264,0.1062306662083842
Twitter,Image,82,10990,659,39,86,0.07133757961783439
Twitter,Video,9,186694,14172,1619,305,0.08621594695062508
Twitter,Video,55,184735,8889,1761,1166,0.06396189135789103
Instagram,Text,73,9170,125,14,6,0.015812431842966195
Twitter,Text,115,157889,10784,1557,1026,0.08466074267365048
Facebook,Video,36,139208,9335,1448,198,0.07888196080685018
Twitter,Video,113,134784,2214,331,254,0.020766559829059828
Twitter,Image,53,75687,1920,245,146,0.030533645143815978
Facebook,Text,101,248046,13110,916,1703,0.06341162526305605
Twitter,Image,64,185551,9314,1455,858,0.06266201745072783
Twitter,Video,50,143545,11155,2119,1433,0.10245567592044307
Twitter,Image,72,125376,5625,1075,559,0.057897843287391525
Instagram,Video,98,258795,18037,2507,2109,0.08753260302556078
Twitter,Text,45,87031,6387,790,748,0.09105950753179902
Facebook,Text,85,24625,1675,167,87,0.07833502538071066
Facebook,Video,71,147833,9409,616,894,0.07386036947095709
Twitter,Text,17,76454,6308,1151,842,0.10857509090433463
Twitter,Video,112,3821,264,18,35,0.08296257524208323
Twitter,Image,116,102120,8688,809,608,0.09895221308264787
Facebook,Video,104,182718,12297,1980,765,0.08232358059961252
Facebook,Image,22,248851,6048,941,635,0.030636806763886824
Instagram,Video,91,41200,1559,237,188,0.048155339805825245
Instagram,Text,103,184322,7323,1180,180,0.04710777877844208
Instagram,Video,117,165256,3049,400,98,0.02146366849010021
Facebook,Video,101,183826,13292,973,1611,0.08636427926408669
Instagram,Video,55,162667,10339,2065,793,0.08112893211284403
Twitter,Text,40,93568,5902,1084,630,0.08139534883720931
Twitter,Video,85,108502,5757,660,729,0.06586053713295607
Facebook,Text,107,107567,6333,820,749,0.07346119162940307
Instagram,Video,38,284901,3056,333,382,0.013236176777196289
Twitter,Image,16,109136,2036,296,176,0.02298050139275766
Facebook,Video,9,146026,10441,1667,422,0.08580663717420185
Instagram,Image,52,231401,7759,657,632,0.03910095461990225
Twitter,Text,108,194421,3832,440,556,0.024832708400841473
Instagram,Text,95,174002,6886,1005,411,0.04771209526327284
Facebook,Video,44,95342,3137,621,233,0.04185983092446141
Instagram,Text,17,93760,1185,116,141,0.015379692832764505
Facebook,Video,30,228844,10744,1737,320,0.05593766932932478
Instagram,Text,18,139883,1739,177,205,0.015162671661316957
Twitter,Image,100,163440,1640,104,91,0.011227361722956436
Facebook,Text,15,235682,19166,3172,1049,0.09923116742050729
Facebook,Image,42,166791,6396,942,612,0.047664442326024785
Facebook,Video,84,142709,8717,1108,463,0.07209075811616647
Instagram,Video,61,279277,10276,1554,1062,0.04616205416128073
Instagram,Video,26,51986,4871,886,672,0.12366791059131305
Twitter,Image,115,161943,12247,2002,889,0.09347733461773587
Facebook,Video,20,227179,9819,1754,1400,0.05710474999889954
Facebook,Video,81,175544,5083,475,724,0.03578589983138131
Instagram,Image,80,60508,1355,230,63,0.027236067957955974
Instagram,Text,86,268545,21112,2195,1607,0.09277402297566516
Twitter,Video,33,143076,7264,385,1080,0.061009533394839104
Twitter,Text,86,168373,5198,293,190,0.03374056410469612
Instagram,Text,114,141973,13170,2101,1077,0.11514865502595564
Facebook,Video,6,72621,3275,297,249,0.052615634596053486
Twitter,Video,58,121673,7168,689,898,0.07195515849859871
Instagram,Image,6,263978,23019,3300,945,0.10328133405056482
Instagram,Image,7,184881,15715,2533,766,0.10284453242896782
Facebook,Video,97,129545,8733,1168,373,0.07930834845034544
Instagram,Text,60,63171,5683,886,236,0.10772348071108578
Instagram,Image,76,277498,26553,5075,1420,0.11909275021801959
Twitter,Image,15,60860,5730,1020,508,0.1192573118632928
Instagram,Video,80,276648,11456,986,1281,0.049604551632399296
Instagram,Video,36,190392,8709,1620,604,0.05742363124501029
Twitter,Video,8,136595,4322,408,337,0.03709506204473077
Facebook,Video,13,77243,6589,982,810,0.10850174125810753
Facebook,Image,92,131890,2764,500,244,0.026597922511183564
Twitter,Image,117,88703,3721,534,359,0.05201627904354982
Twitter,Image,60,166859,1814,310,158,0.013676217644837858
Facebook,Text,20,94407,5996,1133,735,0.08329890791996356
Facebook,Image,85,26982,1868,364,81,0.0857238158772515
Facebook,Image,115,4049,131,14,19,0.04050382810570511
Facebook,Video,90,16381,1249,248,167,0.1015811000549417
Facebook,Image,75,201948,8954,812,644,0.051547923227761604
Twitter,Image,14,50390,1917,228,141,0.045366144076205595
Instagram,Image,97,237361,22799,3741,2972,0.12433382063607754
Facebook,Video,40,15061,948,185,73,0.0800743642520417
Facebook,Image,28,74241,2428,140,208,0.03739173771905012
Instagram,Image,68,263565,25958,4979,3036,0.12889799480204125
Instagram,Text,60,69535,3120,623,219,0.05697850003595312
Instagram,Text,114,56576,3864,720,305,0.08641473416289593
Instagram,Text,82,33147,2490,164,61,0.08190786496515522
Instagram,Text,82,121622,5838,1028,217,0.058237818815674795
Instagram,Video,93,234155,13635,1990,1085,0.07136298605624479
Twitter,Text,114,43929,1387,71,35,0.033986660292745115
Instagram,Image,26,67637,3511,693,210,0.0652601386814909
Instagram,Text,56,158084,6002,435,461,0.04363502947799904
Twitter,Video,54,68313,4048,443,134,0.06770307262160935
Instagram,Text,51,14525,1020,55,29,0.07600688468158348
Facebook,Text,27,242685,15837,1527,350,0.07299173826153244
Facebook,Video,100,132228,10565,1428,877,0.09733188129594338
Instagram,Video,94,48348,664,125,25,0.016836270373128154
Twitter,Video,119,62447,1066,211,116,0.022306916264992715
Facebook,Video,95,202722,5773,655,485,0.034100886928897706
Twitter,Video,113,112709,11126,1270,249,0.11219157298884738
Facebook,Video,80,235312,19301,1429,534,0.090365132249949
Instagram,Image,87,91030,8481,1058,1181,0.11776337471163353
